fecha_vacuna;zona;provincia;sexo;gedad;nom_vacuna;primera;segunda
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;15;0
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;1;0
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;8;0
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;2;0
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;2;0
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;1;0
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;0;1
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;6;0
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;1;0
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;4;0
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;10;0
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;1;0
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;5;0
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;CoronaVac SINOVAC;0;1
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;11;0
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;CoronaVac SINOVAC;0;12
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;3;0
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;0;38
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;3;0
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;0;28
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;7;0
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;CoronaVac SINOVAC;0;18
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;0;41
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;5;0
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;0;27
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;0;2
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;0;1
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;0;2
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;0;2
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;8;0
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;CoronaVac SINOVAC;0;5
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;0;34
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;5;0
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;0;22
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;10;0
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;2;0
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;0;49
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;3;0
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;0;21
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;1;0
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;0;1
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;0;1
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;CoronaVac SINOVAC;1;0
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;147;0
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;CoronaVac SINOVAC;9;19
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;15;4
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;26;162
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;3;3
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;1;61
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;184;0
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;CoronaVac SINOVAC;12;23
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;14;3
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;20;193
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;4;4
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;1;71
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;54;0
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;CoronaVac SINOVAC;0;3
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;5;1
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;0;88
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;1;2
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;0;25
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;49;0
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;CoronaVac SINOVAC;0;3
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;3;1
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;0;108
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;1;2
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;0;43
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;16;0
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;1;0
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;8;0
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;3;0
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;14;0
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;CoronaVac SINOVAC;0;6
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;0;6
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;0;30
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;21;0
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;CoronaVac SINOVAC;0;9
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;2;0
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;0;7
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;0;37
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;CoronaVac SINOVAC;0;1
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;0;6
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;CoronaVac SINOVAC;0;1
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;0;2
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;CoronaVac SINOVAC;0;2
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;0;34
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;0;30
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;3;0
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;CoronaVac SINOVAC;0;6
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;0;28
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;0;43
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;0;1
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;0;4
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;0;2
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;0;1
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;0;3
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;79;0
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;58;0
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;36;0
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;65;0
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;42;0
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;26;0
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;9;0
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;10;0
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;5;0
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;4;0
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;CoronaVac SINOVAC;0;1
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;5;0
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;3;0
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;0;1
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;17;0
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;CoronaVac SINOVAC;7;16
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;2;0
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;6;18
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;5;107
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;27;0
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;CoronaVac SINOVAC;8;14
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;4;0
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;9;23
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;1;0
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;7;113
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;CoronaVac SINOVAC;0;1
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;1;2
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;0;3
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;CoronaVac SINOVAC;0;1
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;0;1
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;19;0
20/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;CoronaVac SINOVAC;0;1
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;6;0
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;0;2
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;2;0
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;0;49
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;17;0
20/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;CoronaVac SINOVAC;0;1
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;8;0
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;0;3
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;1;0
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;0;55
20/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;0;2
20/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;0;15
20/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;0;4
20/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;0;17
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;8;0
21/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;16;0
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;7;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;6;0
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;8;0
21/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;3;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;18;0
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;4;0
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;10;0
21/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;4;0
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;2;0
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;44;0
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;CoronaVac SINOVAC;5;40
21/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;7;0
21/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;4;138
21/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;3;0
21/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;0;26
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;66;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;CoronaVac SINOVAC;2;39
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;6;0
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;5;179
21/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;3;0
21/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;0;32
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;2;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;0;2
21/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;30;0
21/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;26;0
21/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;20;0
21/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;0;2
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;28;0
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;22;0
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;0;1
21/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;9;0
21/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;1;3
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;17;0
21/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;4;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;19;0
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;0;1
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;19;0
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;CoronaVac SINOVAC;0;70
21/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;2;0
21/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;0;8
21/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;0;8
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;24;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;CoronaVac SINOVAC;0;91
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;4;0
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;0;26
21/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;5;0
21/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;0;11
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;6;0
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;CoronaVac SINOVAC;0;64
21/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;0;7
21/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;0;3
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;8;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;CoronaVac SINOVAC;0;75
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;0;14
21/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;0;2
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;8;0
21/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;4;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;3;0
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;113;0
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;CoronaVac SINOVAC;5;7
21/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;11;0
21/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;7;18
21/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;4;0
21/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;6;12
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;131;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;CoronaVac SINOVAC;3;7
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;27;0
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;5;10
21/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;17;0
21/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;5;14
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;44;0
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;CoronaVac SINOVAC;2;0
21/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;4;0
21/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;CoronaVac SINOVAC;11;0
21/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;10;0
21/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;CoronaVac SINOVAC;6;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;70;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;CoronaVac SINOVAC;4;0
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;6;0
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;CoronaVac SINOVAC;5;0
21/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;7;0
21/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;CoronaVac SINOVAC;9;0
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;2;0
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;2;0
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;29;0
21/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;2;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;24;0
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;6;0
21/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;13;0
21/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;2;0
21/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;3;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;8;0
21/5/2021;ZONA 4;MANABI;Mujer;De 70 a 79 años;BNT162b2 PFIZER;3;0
21/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;3;0
21/5/2021;ZONA 4;MANABI;Hombre;De 80 años y más;BNT162b2 PFIZER;1;0
21/5/2021;ZONA 4;MANABI;Mujer;De 60 a 69 años;BNT162b2 PFIZER;4;0
21/5/2021;ZONA 4;MANABI;Mujer;De 80 años y más;BNT162b2 PFIZER;3;0
21/5/2021;ZONA 4;MANABI;Hombre;De 60 a 69 años;BNT162b2 PFIZER;6;0
21/5/2021;ZONA 4;MANABI;Hombre;De 70 a 79 años;BNT162b2 PFIZER;2;0
